,NAME,RA_XFIT,DEC_XFIT,M500,R500,RA_OPT,DEC_OPT,RA_BCG,DEC_BCG,REFMAG_BCG,BEST_Z,BEST_Z_ERR,BEST_Z_TYPE,IN_ZVLIM,LAMBDA_NORM,BCG_offset,BCG_offset_kpc,BCG_offset_R500,X_scaled_0,X_scaled_1,cluster,rho_m,rho_s,sigma0_m,sigma0_s,sigma1_m,sigma1_s,logM500
1283,1eRASS J031013.1-550211,47.5549,-55.0424,7.49,587.0,47.57740020751953,-55.053558349609375,47.57740020751953,-55.053558349609375,16.775999069213867,0.2608200013637543,0.0078400000929832,photo_z,True,15.210000038146973,61.37524770894032,250.60743623607945,0.4269291929064385,-0.3581876529500728,-1.3433093191020242,17,0.6896488034462321,0.030979097069884092,0.13050581323219265,0.012111989256484105,0.7948426512037051,0.045868388470510744,13.874481817699467
1284,1eRASS J031014.4-244742,47.5612,-24.7911,13.63,640.0,47.559600830078125,-24.78746032714844,47.559600830078125,-24.78746032714844,18.729999542236328,0.5542399883270264,0.0064599998295307,photo_z,True,34.02000045776367,14.111720187443735,92.1839295060427,0.1440373898531917,1.1318903680256505,-0.7128962889070496,21,0.7863057482853437,0.052443171500003494,0.28641497470687244,0.03633653497303371,0.796685623265696,0.058660330525575996,14.134495855834674
1285,1eRASS J031015.1-003054,47.5636,-0.5154,16.3,729.0,47.56370162963867,-0.511900007724762,47.56370162963867,-0.511900007724762,16.6200008392334,0.3718999922275543,0.0001199999969685,cg_spec_z,True,20.049999237060547,12.605338130779426,65.60501323426712,0.0899931594434391,0.20591111438117504,-0.4815016492899408,13,0.7672176642057348,0.02676623294413791,0.1385893625939693,0.011099567934706038,0.7562111028086147,0.0472271081186875,14.212187604403958
1286,1eRASS J031023.2-701517,47.5951,-70.255,19.49,781.0,47.56990051269531,-70.25328826904297,47.56990051269531,-70.25328826904297,16.695999145507812,0.3475399911403656,0.0084699997678399,photo_z,True,40.09000015258789,31.26083892581183,155.74467459047744,0.1994169969148238,0.08220344679304936,-0.23040654020158627,13,0.7672176642057348,0.02676623294413791,0.1385893625939693,0.011099567934706038,0.7562111028086147,0.0472271081186875,14.289811839117622
1287,1eRASS J031025.1-445027,47.6058,-44.839,31.76,964.0,47.601898193359375,-44.84341812133789,47.601898193359375,-44.84341812133789,15.619999885559082,0.2189999967813491,0.0053300000727176,photo_z,True,28.01000022888184,18.762843736502614,67.21609904696322,0.0697262438246506,-0.5705626527252111,0.5526440560105594,20,0.8060645110701193,0.023697375645136944,0.06747288601185208,0.004730848016595767,0.5696095931757025,0.03984484578076819,14.501880493755058
1288,1eRASS J031027.4-022053,47.6126,-2.3505,4.79,526.0,47.61669921875,-2.3513898849487305,47.61669921875,-2.3513898849487305,14.94499969482422,0.1469800025224685,0.0003999999898951,cg_spec_z,True,10.640000343322754,15.088798950465696,39.22231489599472,0.0745671385855412,-0.9363025998454071,-1.680102874744248,10,0.46303208482637387,0.03254296796417225,0.11234333629226481,0.012777548230212207,1.2124526915117113,0.05160656634966692,13.680335513414564
1289,1eRASS J031032.2-464656,47.6339,-46.785,45.39,899.0,47.635501861572266,-46.78567123413086,47.635501861572266,-46.78567123413086,17.718000411987305,0.7061399817466736,0.0010000000474974,spec_z_boot,True,54.79999923706055,4.635209241012114,33.77325851393038,0.0375675845538713,1.9032858135898447,1.2066393674882054,27,0.8159500899586748,0.02280488890821352,0.12154051884013868,0.008024402492729071,0.5765262967033141,0.03452693936105758,14.65696018274285
1290,1eRASS J031033.8-584505,47.6375,-58.7506,14.75,631.0,47.67639923095703,-58.749420166015625,47.67639923095703,-58.749420166015625,18.71199989318848,0.654229998588562,0.0142700001597404,photo_z,True,31.799999237060547,72.7715219634823,513.6139614530933,0.8139682431903222,1.6396707620943785,-0.6132209219982724,16,0.7045489249414649,0.04757178768506875,0.23139975628520237,0.03090179336408797,0.7787692211715183,0.05038709893711808,14.168792020314182
1291,1eRASS J031043.9-293927,47.6812,-29.6575,11.54,634.0,47.69200134277344,-29.647979736328125,47.69200134277344,-29.647979736328125,17.753999710083008,0.4372400045394897,0.0091300001367926,photo_z,True,38.540000915527344,48.130900590790965,276.4769033105906,0.4360834437075562,0.5377280340257288,-0.9102027046579519,21,0.7863057482853437,0.052443171500003494,0.28641497470687244,0.03633653497303371,0.796685623265696,0.058660330525575996,14.062205808819712
1292,1eRASS J031055.4-472331,47.7277,-47.3958,14.65,781.0,47.72760009765625,-47.39699935913086,47.72760009765625,-47.39699935913086,13.550000190734863,0.0826700031757354,0.0001500000071246,cg_spec_z,True,18.43000030517578,4.324770776019901,6.798673367091386,0.008705087537889,-1.2628887930604076,-0.6219612212247253,7,0.7265304836125243,0.02611425290388885,0.06289862585234833,0.0050564236365551515,0.6062230922590589,0.03148067532948159,14.165837624690129
1293,1eRASS J031113.6-302405,47.809,-30.398,22.64,723.0,47.80879974365234,-30.40192031860352,47.80879974365234,-30.40192031860352,18.232999801635746,0.6713100075721741,0.0003999999898951,cg_spec_z,True,40.0,14.12683229700528,100.81072374504184,0.1394339194260606,1.7264083638779062,-0.004911607138822024,16,0.7045489249414649,0.04757178768506875,0.23139975628520237,0.03090179336408797,0.7787692211715183,0.05038709893711808,14.354876422516234
1294,1eRASS J031115.0-581955,47.7865,-58.3339,13.61,749.0,47.812599182128906,-58.29669952392578,47.812599182128906,-58.29669952392578,16.413999557495117,0.1355500072240829,0.0046999999321997,photo_z,True,33.369998931884766,142.72820723399667,346.5278561577128,0.4626540135616993,-0.9943476735646427,-0.7147126998047797,7,0.7265304836125243,0.02611425290388885,0.06289862585234833,0.0050564236365551515,0.6062230922590589,0.03148067532948159,14.133858125203334
1295,1eRASS J031115.2-693914,47.8182,-69.6555,9.59,608.0,47.82730102539063,-69.65483093261719,47.82730102539063,-69.65483093261719,17.597999572753906,0.3858299851417541,0.0131799997761845,photo_z,True,15.43000030517578,11.644946508766806,62.02521251492609,0.1020151521627073,0.27665195411952187,-1.1094322811228439,21,0.7863057482853437,0.052443171500003494,0.28641497470687244,0.03633653497303371,0.796685623265696,0.058660330525575996,13.981818607170663
1296,1eRASS J031116.4-421703,47.8176,-42.2854,15.54,717.0,47.81610107421875,-42.28458023071289,47.81610107421875,-42.28458023071289,17.086999893188477,0.3767099976539612,0.0159099996089935,photo_z,True,13.399999618530272,4.966474805017016,26.05928941086361,0.0363448945758209,0.23033781905402329,-0.545222727271855,21,0.7863057482853437,0.052443171500003494,0.28641497470687244,0.03633653497303371,0.796685623265696,0.058660330525575996,14.191451014464896
1297,1eRASS J031116.8-120734,47.8193,-12.1268,25.84,945.0,47.82170104980469,-12.12891960144043,47.82170104980469,-12.12891960144043,13.809000015258787,0.0773900002241134,0.0098400004208087,photo_z,True,36.83000183105469,11.386792840010362,16.859353023079567,0.017840585209608,-1.289702291453357,0.20512426816563425,22,0.7796185827403148,0.029719068418133387,0.058439167384181694,0.00557671295981618,0.5145258786010649,0.03759685383167444,14.412292509323047
1298,1eRASS J031118.5-635451,47.8201,-63.9136,52.02,1110.0,47.7864990234375,-63.91973876953125,47.97919845581055,-63.87788009643555,17.20599937438965,0.2838500142097473,0.0055399998091161,photo_z,True,79.44999694824219,282.9238290849008,1227.7063710624311,1.10604177573192,-0.24123407961050936,1.4721147195491637,28,0.739373324365585,0.019460810883654617,0.05764411658530641,0.0033739523158757266,0.5132640123493821,0.021223223009386744,14.716170347859855
1299,1eRASS J031124.0-423147,47.8488,-42.5303,14.82,715.0,47.86330032348633,-42.53860855102539,47.86330032348633,-42.53860855102539,16.663000106811523,0.3415699899196625,0.0095600001513957,photo_z,True,27.690000534057617,48.72766660609978,240.0178182007744,0.3356892562248592,0.05188592242726215,-0.6071207823302054,13,0.7672176642057348,0.02676623294413791,0.1385893625939693,0.011099567934706038,0.7562111028086147,0.0472271081186875,14.17084820364331
1300,1eRASS J031128.2-265407,47.8821,-26.9015,24.05,925.0,47.85419845581055,-26.931140899658203,47.85419845581055,-26.931140899658203,13.475000381469728,0.0684200003743171,0.0003199999919161,spec_z_boot,True,44.34000015258789,139.31176655182924,184.26098409454505,0.1992010638859946,-1.3352547426093515,0.08980933444819368,22,0.7796185827403148,0.029719068418133387,0.058439167384181694,0.00557671295981618,0.5145258786010649,0.03759685383167444,14.38111508070985
1301,1eRASS J031131.0-624957,47.8754,-62.8322,14.91,712.0,47.875099182128906,-62.83317947387695,47.875099182128906,-62.83317947387695,17.410999298095703,0.357120007276535,0.0114399995654821,photo_z,True,18.190000534057617,3.551764937072259,18.01114015767875,0.0252965451652791,0.1308537505192423,-0.5992994802857525,13,0.7672176642057348,0.02676623294413791,0.1385893625939693,0.011099567934706038,0.7562111028086147,0.0472271081186875,14.173477643452994
1302,1eRASS J031141.6-580206,47.9273,-58.0361,8.68,622.0,47.93489837646485,-58.037879943847656,47.93489837646485,-58.037879943847656,15.758000373840332,0.2377900034189224,0.0057100001722574,photo_z,True,29.38999938964844,15.837737583968618,60.39428779288568,0.0970969257120348,-0.4751411506169019,-1.2081137603698933,17,0.6896488034462321,0.030979097069884092,0.13050581323219265,0.012111989256484105,0.7948426512037051,0.045868388470510744,13.938519725176493
1303,1eRASS J031154.8-463421,47.9755,-46.5747,16.34,733.0,47.98260116577149,-46.57247924804688,47.98260116577149,-46.57247924804688,16.920000076293945,0.3603099882602691,0.0100100003182888,photo_z,True,34.130001068115234,19.30448263553667,98.4573206588788,0.1343210377338046,0.14705346683845721,-0.4781923304192579,13,0.7672176642057348,0.02676623294413791,0.1385893625939693,0.011099567934706038,0.7562111028086147,0.0472271081186875,14.213252052196397
1304,1eRASS J031155.9-351604,47.9815,-35.2677,20.15,776.0,47.98059844970703,-35.265159606933594,47.98059844970703,-35.265159606933594,16.67300033569336,0.3951300084590912,0.0110600003972649,photo_z,True,31.71999931335449,9.528519325451274,51.50728305469256,0.0663753647612017,0.3238803671637237,-0.18145212417406506,29,0.7683674591614984,0.03362802018505296,0.18105607887970757,0.01800751097505023,0.7751504887970676,0.05297378891637006,14.304275050477129
1305,1eRASS J031204.7-023728,48.0229,-2.6203,10.32,688.0,48.02909851074219,-2.609610080718994,48.02909851074219,-2.609610080718994,14.73799991607666,0.1123600006103515,0.006450000219047,photo_z,True,21.5,44.47348489338869,91.86152597676202,0.1335196598499448,-1.1121137450549536,-1.03298394178702,19,0.7282101865815613,0.023972630459273114,0.06840674242639398,0.0048206388527267975,0.7870022894337322,0.040324201175625504,14.013679697291192
1306,1eRASS J031212.3-332948,48.0529,-33.4918,41.51,951.0,48.07220077514648,-33.48503112792969,48.07220077514648,-33.48503112792969,17.482999801635742,0.4923300147056579,0.0003999999898951,cg_spec_z,True,53.02999877929688,62.86796822236172,386.0995703350851,0.4059932390484596,0.8174922524537378,1.0371608682538849,27,0.8159500899586748,0.02280488890821352,0.12154051884013868,0.008024402492729071,0.5765262967033141,0.03452693936105758,14.618152733378519
1307,1eRASS J031214.7-170205,48.0607,-17.0338,27.42,830.0,48.05699920654297,-17.03399085998535,48.05699920654297,-17.03399085998535,17.47800064086914,0.486840009689331,0.0083200000226497,photo_z,True,49.47999954223633,12.75710195283473,77.86983341041021,0.0938190763980846,0.7896122982129274,0.30268448610071,3,0.8020952861054315,0.043305637148198795,0.16210824694350184,0.019573034647805188,0.6400168332196747,0.061944799254180186,14.438067450453493
1308,1eRASS J031219.3-094622,48.0804,-9.7725,26.17,861.0,48.08319854736328,-9.77217960357666,48.08319854736328,-9.77217960357666,16.142000198364258,0.3512299954891205,0.0088900001719594,photo_z,True,43.7400016784668,9.995429972339458,50.14293334272951,0.0582380178196626,0.10094243739246184,0.22581662152805765,15,0.7572300233924802,0.03452305195673201,0.13110545362031503,0.013975853258674575,0.6602265948340668,0.04694108477176158,14.417803722639881
1309,1eRASS J031220.0-001259,48.0822,-0.2179,20.27,714.0,48.08489990234375,-0.219539999961853,48.097599029541016,-0.1762599945068359,18.01300048828125,0.6125800013542175,0.0003999999898951,cg_spec_z,True,71.45999908447266,159.82612713092325,1095.3878035383711,1.534156587588755,1.4281591125475983,-0.17265306221943852,16,0.7045489249414649,0.04757178768506875,0.23139975628520237,0.03090179336408797,0.7787692211715183,0.05038709893711808,14.306853748693008
1310,1eRASS J031220.3-291750,48.0857,-29.2986,28.4,847.0,48.087799072265625,-29.299610137939453,48.087799072265625,-29.299610137939453,17.847999572753906,0.465039998292923,0.0087500000372529,photo_z,True,57.470001220703125,7.524828967346463,44.77925418344788,0.052868068693563,0.6789050550731685,0.3613436628078471,3,0.8020952861054315,0.043305637148198795,0.16210824694350184,0.019573034647805188,0.6400168332196747,0.061944799254180186,14.453318340047037
1311,1eRASS J031224.1-025723,48.1,-2.9575,21.91,728.0,48.092899322509766,-2.9423398971557617,48.092899322509766,-2.9423398971557617,17.95199966430664,0.6285799741744995,0.0106699997559189,photo_z,True,86.66999816894531,60.25218518888363,417.814824621613,0.5739214623923257,1.5094119545317246,-0.05539375850747886,16,0.7045489249414649,0.04757178768506875,0.23139975628520237,0.03090179336408797,0.7787692211715183,0.05038709893711808,14.340642377560705
1312,1eRASS J031226.8-155212,48.1117,-15.8686,46.43,1069.0,48.11389923095703,-15.864179611206056,48.11000061035156,-15.866510391235352,16.503999710083008,0.2838500142097473,0.0067799999378621,photo_z,True,40.22999954223633,9.549915898228337,41.44045635635378,0.0387656280227818,-0.24123407961050936,1.2501858103155283,28,0.739373324365585,0.019460810883654617,0.05764411658530641,0.0033739523158757266,0.5132640123493821,0.021223223009386744,14.666798683666174
1313,1eRASS J031233.9-562137,48.139,-56.3641,29.78,788.0,48.15169906616211,-56.36233139038086,48.15169906616211,-56.36233139038086,17.988000869750977,0.6850399971008301,0.0145899998024106,photo_z,True,92.62000274658205,26.109417860620606,187.9034069234199,0.2384561001566242,1.796133524173268,0.44168655748540936,14,0.8477470573122843,0.08494905324413453,0.3249741930961518,0.04868768922072104,0.7559181471911132,0.46594176287696043,14.473924693416157
1314,1eRASS J031235.3-060116,48.1625,-6.0231,58.3,1081.0,48.169898986816406,-6.018680095672607,48.169898986816406,-6.018680095672607,16.641000747680664,0.4521200060844421,0.0088499998673796,photo_z,True,93.37999725341795,30.90118770187968,180.97163771465372,0.1674113207351098,0.6132933132818884,1.700049759673501,28,0.739373324365585,0.019460810883654617,0.05764411658530641,0.0033739523158757266,0.5132640123493821,0.021223223009386744,14.765668554759014
1315,1eRASS J031238.9-663106,48.1736,-66.5198,32.48,976.0,48.18880081176758,-66.51708984375,48.18880081176758,-66.51708984375,15.984999656677246,0.2070199996232986,0.0049999998882412,photo_z,True,28.63999938964844,23.89244837945678,81.94952094311063,0.0839646730974494,-0.6314008070762885,0.5918055973724712,20,0.8060645110701193,0.023697375645136944,0.06747288601185208,0.004730848016595767,0.5696095931757025,0.03984484578076819,14.511616020569138
1316,1eRASS J031239.9-194922,48.1699,-19.8248,19.0,736.0,48.16849899291992,-19.8210391998291,48.16849899291992,-19.8210391998291,17.88599967956543,0.4812000095844269,0.0091300001367926,photo_z,True,24.239999771118164,14.349662827217148,87.0325906782961,0.1182508025520327,0.7609706222262458,-0.26737959747469076,29,0.7683674591614984,0.03362802018505296,0.18105607887970757,0.01800751097505023,0.7751504887970676,0.05297378891637006,14.278753600952829
1317,1eRASS J031247.4-003821,48.1994,-0.6395,24.94,864.0,48.1963996887207,-0.6375799775123596,48.1963996887207,-0.6375799775123596,15.92300033569336,0.2999899983406067,0.0003999999898951,cg_spec_z,True,34.970001220703125,12.822944387740913,57.8453127482772,0.0669505934586541,-0.1592702166126527,0.14780730371284484,15,0.7572300233924802,0.03452305195673201,0.13110545362031503,0.013975853258674575,0.6602265948340668,0.04694108477176158,14.396896449142524
1318,1eRASS J031254.7-691133,48.225,-69.1905,9.71,672.0,48.22529983520508,-69.1915283203125,48.22529983520508,-69.1915283203125,15.657999992370604,0.1227200031280517,0.0061900001019239,photo_z,True,10.670000076293944,3.727967601037141,8.312739445792419,0.0123701479848101,-1.0595024277120402,-1.0967043214342187,19,0.7282101865815613,0.023972630459273114,0.06840674242639398,0.0048206388527267975,0.7870022894337322,0.040324201175625504,13.987219229908005
1319,1eRASS J031257.0-472144,48.2371,-47.3624,6.51,596.0,48.17900085449219,-47.44184112548828,48.23849868774414,-47.36098861694336,14.102999687194824,0.0811500027775764,0.0018299999646842,spec_z_boot,True,30.059999465942383,6.116264370822593,9.454692587988683,0.0158635781677662,-1.2706078281834465,-1.460392193101908,19,0.7282101865815613,0.023972630459273114,0.06840674242639398,0.0048206388527267975,0.7870022894337322,0.040324201175625504,13.813580988568193
1320,1eRASS J031300.8-141611,48.2531,-14.2702,9.59,653.0,48.25630187988281,-14.270529747009276,48.25630187988281,-14.270529747009276,15.70300006866455,0.1918999999761581,0.0048899999819695,photo_z,True,17.110000610351562,11.233579425675016,36.30069092623141,0.0555906446037234,-0.7081848713949366,-1.1094322811228439,17,0.6896488034462321,0.030979097069884092,0.13050581323219265,0.012111989256484105,0.7948426512037051,0.045868388470510744,13.981818607170663
1321,1eRASS J031302.6-313805,48.258,-31.6317,38.82,824.0,48.26250076293945,-31.632110595703125,48.26250076293945,-31.632110595703125,18.84499931335449,0.7966300249099731,0.0104000000283122,photo_z,True,48.33000183105469,13.873510780918911,105.755674718602,0.1283442654351966,2.362822417862324,0.9125572718242,14,0.8477470573122843,0.08494905324413453,0.3249741930961518,0.04868768922072104,0.7559181471911132,0.46594176287696043,14.589055531052344
1322,1eRASS J031304.6-564439,48.2655,-56.7459,42.55,886.0,48.29130172729492,-56.74206161499024,48.29130172729492,-56.74206161499024,18.590999603271484,0.6899799704551697,0.0149199999868869,photo_z,True,57.7599983215332,52.778310400891606,380.9599390369855,0.4299773578295547,1.8212202464367673,1.0837230095751702,14,0.8477470573122843,0.08494905324413453,0.3249741930961518,0.04868768922072104,0.7559181471911132,0.46594176287696043,14.628899564420607
1323,1eRASS J031306.7-693803,48.2414,-69.6347,7.59,605.0,48.26150131225586,-69.63948059082031,48.26150131225586,-69.63948059082031,15.46399974822998,0.1908400058746338,0.0048899999819695,photo_z,True,20.84000015258789,30.49954296889513,98.1252705667612,0.1621905298624152,-0.7135678513663827,-1.3316636930779353,17,0.6896488034462321,0.030979097069884092,0.13050581323219265,0.012111989256484105,0.7948426512037051,0.045868388470510744,13.880241775895481
1324,1eRASS J031311.7-215818,48.3027,-21.9665,11.8,649.0,48.30030059814453,-21.972570419311523,48.30030059814453,-21.972570419311523,17.67300033569336,0.3952699899673462,0.012869999743998,photo_z,True,19.420000076293945,23.274626788166096,125.84058907602927,0.1938992127519711,0.32459123683198504,-0.8847953792131659,21,0.7863057482853437,0.052443171500003494,0.28641497470687244,0.03633653497303371,0.796685623265696,0.058660330525575996,14.071882007306126
1325,1eRASS J031316.1-401630,48.3219,-40.277,3.99,496.0,48.34120178222656,-40.28940963745117,48.34120178222656,-40.28940963745117,15.399999618530272,0.1449300050735473,0.0052499999292194,photo_z,True,11.75,69.3298510007359,178.1082862051374,0.359089286703906,-0.9467131249541691,-1.789243017883469,10,0.46303208482637387,0.03254296796417225,0.11234333629226481,0.012777548230212207,1.2124526915117113,0.05160656634966692,13.600972895686748
1326,1eRASS J031329.2-603417,48.3734,-60.572,18.8,725.0,48.37179946899414,-60.57086181640625,48.37179946899414,-60.57086181640625,17.808000564575195,0.5110200047492981,0.008670000359416,photo_z,True,17.209999084472656,4.979172424508005,31.19611190853096,0.0430291198738358,0.9124058391678198,-0.2826286617004168,21,0.7863057482853437,0.052443171500003494,0.28641497470687244,0.03633653497303371,0.796685623265696,0.058660330525575996,14.27415784926368
